,fips,state_abbreviation,area_name,Revenue_retail,Business_black_owned_pct
699,17179,IL,Tazewell County,1758134,0.9
700,17181,IL,Union County,145142,0.0
701,17183,IL,Vermilion County,757887,0.0
702,17185,IL,Wabash County,109214,0.0
703,17187,IL,Warren County,133722,0.0
704,17189,IL,Washington County,197317,0.0
705,17191,IL,Wayne County,146263,0.0
706,17193,IL,White County,123142,0.0
707,17195,IL,Whiteside County,570627,0.0
708,17197,IL,Will County,6841452,6.9
709,17199,IL,Williamson County,987511,0.0
710,17201,IL,Winnebago County,3851993,7.0
711,17203,IL,Woodford County,278287,0.0
712,18000,,Indiana,78745589,4.6
713,18001,IN,Adams County,369895,0.0
714,18003,IN,Allen County,4774175,0.0
715,18005,IN,Bartholomew County,1075239,0.8
716,18007,IN,Benton County,50891,0.0
717,18009,IN,Blackford County,97872,0.0
718,18011,IN,Boone County,484483,0.0
719,18013,IN,Brown County,61518,0.0
720,18015,IN,Carroll County,102111,0.0
721,18017,IN,Cass County,340870,0.0
722,18019,IN,Clark County,1729530,0.0
723,18021,IN,Clay County,312395,0.0
724,18023,IN,Clinton County,223595,0.0
725,18025,IN,Crawford County,40720,0.0
726,18027,IN,Daviess County,381537,0.0
727,18029,IN,Dearborn County,509651,0.0
728,18031,IN,Decatur County,315023,0.0
729,18033,IN,DeKalb County,408899,0.0
730,18035,IN,Delaware County,1516815,2.0
731,18037,IN,Dubois County,763441,0.0
732,18039,IN,Elkhart County,2416879,2.5
733,18041,IN,Fayette County,208881,0.0
734,18043,IN,Floyd County,787397,0.0
735,18045,IN,Fountain County,142465,0.0
736,18047,IN,Franklin County,171270,0.0
737,18049,IN,Fulton County,200781,0.0
738,18051,IN,Gibson County,442605,0.0
739,18053,IN,Grant County,765826,2.5
740,18055,IN,Greene County,226084,0.0
741,18057,IN,Hamilton County,3295421,1.8
742,18059,IN,Hancock County,568518,0.0
743,18061,IN,Harrison County,400931,2.1
744,18063,IN,Hendricks County,2088672,2.4
745,18065,IN,Henry County,455036,0.0
746,18067,IN,Howard County,1194698,0.0
747,18069,IN,Huntington County,328017,0.0
748,18071,IN,Jackson County,529531,0.0
749,18073,IN,Jasper County,405489,0.0
750,18075,IN,Jay County,139539,0.0
751,18077,IN,Jefferson County,382708,0.0
752,18079,IN,Jennings County,223798,0.0
753,18081,IN,Johnson County,2072896,0.0
754,18083,IN,Knox County,471778,0.0
755,18085,IN,Kosciusko County,794883,0.0
756,18087,IN,LaGrange County,276916,0.0
757,18089,IN,Lake County,7102425,18.6
758,18091,IN,LaPorte County,1363592,0.0
759,18093,IN,Lawrence County,481647,0.0
760,18095,IN,Madison County,1234877,0.0
761,18097,IN,Marion County,12951290,11.9
762,18099,IN,Marshall County,550984,0.0
763,18101,IN,Martin County,81212,0.0
764,18103,IN,Miami County,235379,0.0
765,18105,IN,Monroe County,1530793,1.8
766,18107,IN,Montgomery County,429214,0.0
767,18109,IN,Morgan County,586949,0.0
768,18111,IN,Newton County,96674,0.0
769,18113,IN,Noble County,357295,0.0
770,18115,IN,Ohio County,23731,0.0
771,18117,IN,Orange County,153183,0.0
772,18119,IN,Owen County,106333,0.0
773,18121,IN,Parke County,84463,0.0
774,18123,IN,Perry County,153361,0.0
775,18125,IN,Pike County,55934,0.0
776,18127,IN,Porter County,1956275,1.4
777,18129,IN,Posey County,268383,0.0
778,18131,IN,Pulaski County,112778,0.0
779,18133,IN,Putnam County,310811,0.0
780,18135,IN,Randolph County,273327,0.0
781,18137,IN,Ripley County,255352,0.0
782,18139,IN,Rush County,113360,0.0
783,18141,IN,St. Joseph County,3683417,6.5
784,18143,IN,Scott County,241227,0.0
785,18145,IN,Shelby County,487648,0.0
786,18147,IN,Spencer County,166048,0.0
787,18149,IN,Starke County,156674,0.0
788,18151,IN,Steuben County,575134,0.0
789,18153,IN,Sullivan County,146923,0.0
790,18155,IN,Switzerland County,19919,0.0
791,18157,IN,Tippecanoe County,2079578,0.0
792,18159,IN,Tipton County,136038,0.0
793,18161,IN,Union County,31015,0.0
794,18163,IN,Vanderburgh County,3025844,2.9
795,18165,IN,Vermillion County,184550,0.0
796,18167,IN,Vigo County,1668183,4.8
797,18169,IN,Wabash County,325620,0.0
798,18171,IN,Warren County,24040,0.0
799,18173,IN,Warrick County,331226,0.0
800,18175,IN,Washington County,190711,0.0
801,18177,IN,Wayne County,1004328,2.2
802,18179,IN,Wells County,221300,0.0
803,18181,IN,White County,283389,0.0
804,18183,IN,Whitley County,343476,0.0
805,19000,,Iowa,39234649,0.8
806,19001,IA,Adair County,49644,0.0
807,19003,IA,Adams County,32586,0.0
808,19005,IA,Allamakee County,128662,0.0
809,19007,IA,Appanoose County,133534,0.0
810,19009,IA,Audubon County,37302,0.0
811,19011,IA,Benton County,176434,0.0
812,19013,IA,Black Hawk County,1929430,4.1
813,19015,IA,Boone County,210610,0.0
814,19017,IA,Bremer County,268428,0.0
815,19019,IA,Buchanan County,214820,0.0
816,19021,IA,Buena Vista County,260846,0.0
817,19023,IA,Butler County,79082,0.0
818,19025,IA,Calhoun County,103509,0.0
819,19027,IA,Carroll County,298050,0.0
820,19029,IA,Cass County,178171,0.0
821,19031,IA,Cedar County,131334,0.0
822,19033,IA,Cerro Gordo County,887071,0.0
823,19035,IA,Cherokee County,139445,0.0
824,19037,IA,Chickasaw County,103931,0.0
825,19039,IA,Clarke County,95388,0.0
826,19041,IA,Clay County,298664,0.0
827,19043,IA,Clayton County,163572,0.0
828,19045,IA,Clinton County,635654,0.0
829,19047,IA,Crawford County,162386,0.0
830,19049,IA,Dallas County,905710,0.6
831,19051,IA,Davis County,71612,0.0
832,19053,IA,Decatur County,39590,0.0
833,19055,IA,Delaware County,171404,0.0
834,19057,IA,Des Moines County,616900,0.9
835,19059,IA,Dickinson County,255190,0.0
836,19061,IA,Dubuque County,1433461,1.1
837,19063,IA,Emmet County,92665,0.0
838,19065,IA,Fayette County,157244,0.0
839,19067,IA,Floyd County,149138,0.0
840,19069,IA,Franklin County,65933,0.0
841,19071,IA,Fremont County,102932,0.0
842,19073,IA,Greene County,87923,0.0
843,19075,IA,Grundy County,109363,0.0
844,19077,IA,Guthrie County,91301,0.0
845,19079,IA,Hamilton County,149277,0.0
846,19081,IA,Hancock County,119314,0.0
847,19083,IA,Hardin County,161778,0.0
848,19085,IA,Harrison County,100916,0.0
849,19087,IA,Henry County,214737,0.0
850,19089,IA,Howard County,83186,0.0
851,19091,IA,Humboldt County,82011,0.0
852,19093,IA,Ida County,61131,0.0
853,19095,IA,Iowa County,213413,0.0
854,19097,IA,Jackson County,209951,0.0
855,19099,IA,Jasper County,273960,0.0
856,19101,IA,Jefferson County,333485,0.0
857,19103,IA,Johnson County,1653057,1.8
858,19105,IA,Jones County,257667,0.0
859,19107,IA,Keokuk County,66877,0.0
860,19109,IA,Kossuth County,195827,0.0
861,19111,IA,Lee County,420758,0.0
862,19113,IA,Linn County,3592845,0.7
863,19115,IA,Louisa County,56465,0.0
864,19117,IA,Lucas County,84344,0.0
865,19119,IA,Lyon County,91091,0.0
866,19121,IA,Madison County,80594,0.0
867,19123,IA,Mahaska County,242911,0.0
868,19125,IA,Marion County,333092,0.0
869,19127,IA,Marshall County,407694,0.0
870,19129,IA,Mills County,78569,0.0
871,19131,IA,Mitchell County,93053,0.0
872,19133,IA,Monona County,99152,0.0
873,19135,IA,Monroe County,62488,0.0
874,19137,IA,Montgomery County,88288,0.0
875,19139,IA,Muscatine County,448581,0.8
876,19141,IA,O'Brien County,169740,0.0
877,19143,IA,Osceola County,40538,0.0
878,19145,IA,Page County,163001,0.0
879,19147,IA,Palo Alto County,65829,0.0
880,19149,IA,Plymouth County,299650,0.0
881,19151,IA,Pocahontas County,79888,0.0
882,19153,IA,Polk County,6714418,1.9
883,19155,IA,Pottawattamie County,1503395,0.0
884,19157,IA,Poweshiek County,241342,0.0
885,19159,IA,Ringgold County,63578,0.0
886,19161,IA,Sac County,92468,0.0
887,19163,IA,Scott County,2852978,0.0
888,19165,IA,Shelby County,135125,0.0
889,19167,IA,Sioux County,394422,0.0
890,19169,IA,Story County,968345,0.0
891,19171,IA,Tama County,112481,0.0
892,19173,IA,Taylor County,25098,0.0
893,19175,IA,Union County,153754,0.0
894,19177,IA,Van Buren County,36920,0.0
895,19179,IA,Wapello County,500711,0.0
896,19181,IA,Warren County,328428,0.0
897,19183,IA,Washington County,195045,0.0
898,19185,IA,Wayne County,49159,0.0
899,19187,IA,Webster County,577547,0.0
900,19189,IA,Winnebago County,114958,0.0
901,19191,IA,Winneshiek County,289636,0.0
902,19193,IA,Woodbury County,1511955,0.9
903,19195,IA,Worth County,28655,0.0
904,19197,IA,Wright County,100154,0.0
905,20000,,Kansas,34538332,2.4
906,20001,KS,Allen County,121694,0.0
907,20003,KS,Anderson County,87242,0.0
908,20005,KS,Atchison County,130130,0.0
909,20007,KS,Barber County,70317,0.0
910,20009,KS,Barton County,339355,0.0
911,20011,KS,Bourbon County,120585,0.0
912,20013,KS,Brown County,67859,0.0
913,20015,KS,Butler County,567483,0.0
914,20017,KS,Chase County,10868,0.0
915,20019,KS,Chautauqua County,15764,0.0
916,20021,KS,Cherokee County,121743,0.0
917,20023,KS,Cheyenne County,12191,0.0
918,20025,KS,Clark County,9889,0.0
919,20027,KS,Clay County,76023,0.0
920,20029,KS,Cloud County,109669,0.0
921,20031,KS,Coffey County,102988,0.0
922,20033,KS,Comanche County,10297,0.0
923,20035,KS,Cowley County,317199,0.0
924,20037,KS,Crawford County,395361,0.0
925,20039,KS,Decatur County,17169,0.0
926,20041,KS,Dickinson County,191407,0.0
927,20043,KS,Doniphan County,25238,0.0
928,20045,KS,Douglas County,1202225,2.2
929,20047,KS,Edwards County,12379,0.0
930,20049,KS,Elk County,7998,0.0
931,20051,KS,Ellis County,497467,0.0
932,20053,KS,Ellsworth County,31852,0.0
933,20055,KS,Finney County,504229,0.0
934,20057,KS,Ford County,395737,0.0
935,20059,KS,Franklin County,234280,0.0
936,20061,KS,Geary County,295149,16.7
937,20063,KS,Gove County,17068,0.0
938,20065,KS,Graham County,30166,0.0
939,20067,KS,Grant County,66963,0.0
940,20069,KS,Gray County,34787,0.0
941,20071,KS,Greeley County,9621,0.0
942,20073,KS,Greenwood County,53316,0.0
943,20075,KS,Hamilton County,25434,0.0
944,20077,KS,Harper County,50209,0.0
945,20079,KS,Harvey County,274715,0.0
946,20081,KS,Haskell County,13723,0.0
947,20083,KS,Hodgeman County,5906,0.0
948,20085,KS,Jackson County,91112,0.0
949,20087,KS,Jefferson County,71260,0.0
950,20089,KS,Jewell County,14347,0.0
951,20091,KS,Johnson County,9255321,2.1
952,20093,KS,Kearny County,7593,0.0
953,20095,KS,Kingman County,43185,0.0
954,20097,KS,Kiowa County,14583,0.0
955,20099,KS,Labette County,204285,0.0
956,20101,KS,Lane County,13628,0.0
957,20103,KS,Leavenworth County,492953,0.0
958,20105,KS,Lincoln County,11148,0.0
959,20107,KS,Linn County,47786,0.0
960,20109,KS,Logan County,78581,0.0
961,20111,KS,Lyon County,470739,0.0
962,20113,KS,McPherson County,382204,0.0
963,20115,KS,Marion County,69995,0.0
964,20117,KS,Marshall County,185982,0.0
965,20119,KS,Meade County,20284,0.0
966,20121,KS,Miami County,251725,0.0
967,20123,KS,Mitchell County,98777,0.0
968,20125,KS,Montgomery County,364610,0.0
969,20127,KS,Morris County,44988,0.0
970,20129,KS,Morton County,28557,0.0
971,20131,KS,Nemaha County,106838,0.0
972,20133,KS,Neosho County,199840,0.0
973,20135,KS,Ness County,16086,0.0
974,20137,KS,Norton County,36977,0.0
975,20139,KS,Osage County,70601,0.0
976,20141,KS,Osborne County,38522,0.0
977,20143,KS,Ottawa County,19295,0.0
978,20145,KS,Pawnee County,48480,0.0
979,20147,KS,Phillips County,46642,0.0
980,20149,KS,Pottawatomie County,283927,0.0
981,20151,KS,Pratt County,170163,0.0
982,20153,KS,Rawlins County,16263,0.0
983,20155,KS,Reno County,828616,0.0
984,20157,KS,Republic County,43742,0.0
985,20159,KS,Rice County,46889,0.0
986,20161,KS,Riley County,728603,0.8
987,20163,KS,Rooks County,56427,0.0
988,20165,KS,Rush County,30704,0.0
989,20167,KS,Russell County,67979,0.0
990,20169,KS,Saline County,1064587,0.0
991,20171,KS,Scott County,46785,0.0
992,20173,KS,Sedgwick County,6574213,4.0
993,20175,KS,Seward County,314598,0.0
994,20177,KS,Shawnee County,2310142,2.7
995,20179,KS,Sheridan County,18361,0.0
996,20181,KS,Sherman County,110618,0.0
997,20183,KS,Smith County,23598,0.0
998,20185,KS,Stafford County,15895,0.0
999,20187,KS,Stanton County,16449,0.0
1000,20189,KS,Stevens County,40304,0.0
1001,20191,KS,Sumner County,131407,0.0
1002,20193,KS,Thomas County,159367,0.0
1003,20195,KS,Trego County,40422,0.0
1004,20197,KS,Wabaunsee County,26718,0.0
1005,20199,KS,Wallace County,6284,0.0
1006,20201,KS,Washington County,34776,0.0
1007,20203,KS,Wichita County,18489,0.0
1008,20205,KS,Wilson County,54160,0.0
1009,20207,KS,Woodson County,17184,0.0
1010,20209,KS,Wyandotte County,1710043,14.5
1011,21000,,Kentucky,50405925,3.1
1012,21001,KY,Adair County,137063,0.0
1013,21003,KY,Allen County,112099,0.0
1014,21005,KY,Anderson County,170715,0.0
1015,21007,KY,Ballard County,52778,0.0
1016,21009,KY,Barren County,552941,0.0
1017,21011,KY,Bath County,51512,0.0
1018,21013,KY,Bell County,374889,0.0
1019,21015,KY,Boone County,2439188,1.9
1020,21017,KY,Bourbon County,175304,0.0
1021,21019,KY,Boyd County,934561,0.6
1022,21021,KY,Boyle County,430021,1.7
1023,21023,KY,Bracken County,25883,0.0
1024,21025,KY,Breathitt County,103735,0.0
1025,21027,KY,Breckinridge County,113835,0.0
1026,21029,KY,Bullitt County,500549,0.9
1027,21031,KY,Butler County,57992,0.0
1028,21033,KY,Caldwell County,151840,0.0
1029,21035,KY,Calloway County,454838,0.0
1030,21037,KY,Campbell County,970778,0.0
1031,21039,KY,Carlisle County,23792,0.0
1032,21041,KY,Carroll County,182693,0.0
1033,21043,KY,Carter County,268548,0.0
1034,21045,KY,Casey County,71832,0.0
1035,21047,KY,Christian County,936093,7.2
1036,21049,KY,Clark County,461765,0.0
1037,21051,KY,Clay County,138743,0.0
1038,21053,KY,Clinton County,55307,0.0
1039,21055,KY,Crittenden County,53418,0.0
1040,21057,KY,Cumberland County,44182,0.0
1041,21059,KY,Daviess County,1282912,2.6
1042,21061,KY,Edmonson County,32536,0.0
1043,21063,KY,Elliott County,12169,0.0
1044,21065,KY,Estill County,84217,0.0
1045,21067,KY,Fayette County,4778490,0.0
1046,21069,KY,Fleming County,128537,0.0
1047,21071,KY,Floyd County,403311,0.0
1048,21073,KY,Franklin County,622089,2.9
1049,21075,KY,Fulton County,52203,0.0
1050,21077,KY,Gallatin County,37304,0.0
1051,21079,KY,Garrard County,39605,0.0
1052,21081,KY,Grant County,285154,0.0
1053,21083,KY,Graves County,342536,0.0
1054,21085,KY,Grayson County,234914,0.0
1055,21087,KY,Green County,64411,0.0
1056,21089,KY,Greenup County,355697,0.0
1057,21091,KY,Hancock County,28055,0.0
1058,21093,KY,Hardin County,1449522,5.2
1059,21095,KY,Harlan County,211085,0.0
1060,21097,KY,Harrison County,147036,0.0
1061,21099,KY,Hart County,92791,0.0
1062,21101,KY,Henderson County,662033,0.0
1063,21103,KY,Henry County,153316,0.0
1064,21105,KY,Hickman County,65403,0.0
1065,21107,KY,Hopkins County,560520,1.9
1066,21109,KY,Jackson County,45224,0.0
1067,21111,KY,Jefferson County,10002441,8.5
1068,21113,KY,Jessamine County,731697,1.6
1069,21115,KY,Johnson County,350076,0.0
1070,21117,KY,Kenton County,1261984,2.5
1071,21119,KY,Knott County,47551,0.0
1072,21121,KY,Knox County,318643,0.0
1073,21123,KY,Larue County,49171,0.0
1074,21125,KY,Laurel County,914739,0.0
1075,21127,KY,Lawrence County,123575,0.0
1076,21129,KY,Lee County,58622,0.0
1077,21131,KY,Leslie County,59363,0.0
1078,21133,KY,Letcher County,123973,0.0
1079,21135,KY,Lewis County,56840,0.0
1080,21137,KY,Lincoln County,127171,0.0
1081,21139,KY,Livingston County,29706,0.0
1082,21141,KY,Logan County,230608,0.0
1083,21143,KY,Lyon County,60988,0.0
1084,21145,KY,McCracken County,1570758,0.0
1085,21147,KY,McCreary County,82470,0.0
1086,21149,KY,McLean County,48015,0.0
1087,21151,KY,Madison County,975986,0.0
1088,21153,KY,Magoffin County,52924,0.0
1089,21155,KY,Marion County,136155,0.0
1090,21157,KY,Marshall County,345665,0.0
1091,21159,KY,Martin County,108045,0.0
1092,21161,KY,Mason County,357976,0.0
1093,21163,KY,Meade County,170689,0.0
1094,21165,KY,Menifee County,24246,0.0
1095,21167,KY,Mercer County,157041,0.0
1096,21169,KY,Metcalfe County,58045,0.0
1097,21171,KY,Monroe County,99988,0.0
1098,21173,KY,Montgomery County,355788,0.0
1099,21175,KY,Morgan County,88058,0.0
1100,21177,KY,Muhlenberg County,265567,0.0
1101,21179,KY,Nelson County,422267,1.3
1102,21181,KY,Nicholas County,27370,0.0
1103,21183,KY,Ohio County,142528,0.0
1104,21185,KY,Oldham County,374793,1.5
1105,21187,KY,Owen County,43191,0.0
1106,21189,KY,Owsley County,16715,0.0
1107,21191,KY,Pendleton County,47235,0.0
1108,21193,KY,Perry County,463063,0.0
1109,21195,KY,Pike County,894872,0.0
1110,21197,KY,Powell County,94985,0.0
1111,21199,KY,Pulaski County,884391,0.9
1112,21201,KY,Robertson County,1617,0.0
1113,21203,KY,Rockcastle County,71642,0.0
1114,21205,KY,Rowan County,272076,0.0
1115,21207,KY,Russell County,180335,0.0
1116,21209,KY,Scott County,528609,0.0
1117,21211,KY,Shelby County,498709,1.4
1118,21213,KY,Simpson County,415161,0.0
1119,21215,KY,Spencer County,68129,0.0
1120,21217,KY,Taylor County,371903,0.0
1121,21219,KY,Todd County,58574,0.0
1122,21221,KY,Trigg County,70866,0.0
1123,21223,KY,Trimble County,31956,0.0
1124,21225,KY,Union County,144171,2.8
1125,21227,KY,Warren County,1691205,3.9
1126,21229,KY,Washington County,63268,0.0
1127,21231,KY,Wayne County,152513,0.0
1128,21233,KY,Webster County,67451,0.0
1129,21235,KY,Whitley County,373329,0.0
1130,21237,KY,Wolfe County,45265,0.0
1131,21239,KY,Woodford County,225208,0.0
1132,22000,,Louisiana,56543203,15.9
1133,22001,LA,Acadia Parish,525956,0.0
1134,22003,LA,Allen Parish,142901,8.7
1135,22005,LA,Ascension Parish,1317978,0.0
1136,22007,LA,Assumption Parish,100015,15.2
1137,22009,LA,Avoyelles Parish,310858,0.0
1138,22011,LA,Beauregard Parish,317434,0.0
1139,22013,LA,Bienville Parish,58735,0.0
1140,22015,LA,Bossier Parish,1741931,7.0
1141,22017,LA,Caddo Parish,3706835,17.0
1142,22019,LA,Calcasieu Parish,2775998,12.3
1143,22021,LA,Caldwell Parish,112858,0.0
1144,22023,LA,Cameron Parish,36818,0.0
1145,22025,LA,Catahoula Parish,52651,0.0
1146,22027,LA,Claiborne Parish,74200,0.0
1147,22029,LA,Concordia Parish,194919,0.0
1148,22031,LA,De Soto Parish,184484,0.0
1149,22033,LA,East Baton Rouge Parish,7043044,26.9
1150,22035,LA,East Carroll Parish,34009,0.0
1151,22037,LA,East Feliciana Parish,72831,0.0
1152,22039,LA,Evangeline Parish,228598,0.0
1153,22041,LA,Franklin Parish,215511,0.0
1154,22043,LA,Grant Parish,74699,0.0
1155,22045,LA,Iberia Parish,910199,18.6
1156,22047,LA,Iberville Parish,274399,18.1
1157,22049,LA,Jackson Parish,114478,0.0
1158,22051,LA,Jefferson Parish,8106201,12.5
1159,22053,LA,Jefferson Davis Parish,338794,6.3
1160,22055,LA,Lafayette Parish,3814288,12.3
1161,22057,LA,Lafourche Parish,917511,2.3
1162,22059,LA,La Salle Parish,116442,3.1
1163,22061,LA,Lincoln Parish,527771,0.0
1164,22063,LA,Livingston Parish,923742,3.4
1165,22065,LA,Madison Parish,142503,37.6
1166,22067,LA,Morehouse Parish,241374,25.7
1167,22069,LA,Natchitoches Parish,413982,19.9
1168,22071,LA,Orleans Parish,2718026,28.9
1169,22073,LA,Ouachita Parish,2221645,17.3
1170,22075,LA,Plaquemines Parish,113637,9.7
1171,22077,LA,Pointe Coupee Parish,216342,12.3
1172,22079,LA,Rapides Parish,1910244,10.8
1173,22081,LA,Red River Parish,36722,0.0
1174,22083,LA,Richland Parish,228448,0.0
1175,22085,LA,Sabine Parish,172740,0.0
1176,22087,LA,St. Bernard Parish,291779,8.1
1177,22089,LA,St. Charles Parish,389164,24.3
1178,22091,LA,St. Helena Parish,35533,0.0
1179,22093,LA,St. James Parish,162938,40.3
1180,22095,LA,St. John the Baptist Parish,454761,45.0
1181,22097,LA,St. Landry Parish,970661,20.8
1182,22099,LA,St. Martin Parish,407646,17.0
1183,22101,LA,St. Mary Parish,508177,17.5
1184,22103,LA,St. Tammany Parish,3481120,5.9
1185,22105,LA,Tangipahoa Parish,1742378,0.0
1186,22107,LA,Tensas Parish,31767,0.0
1187,22109,LA,Terrebonne Parish,1915438,5.9
1188,22111,LA,Union Parish,148072,8.6
1189,22113,LA,Vermilion Parish,518285,7.8
1190,22115,LA,Vernon Parish,315686,0.0
1191,22117,LA,Washington Parish,326287,19.1
1192,22119,LA,Webster Parish,484791,14.9
1193,22121,LA,West Baton Rouge Parish,319730,23.2
1194,22123,LA,West Carroll Parish,67722,0.0
1195,22125,LA,West Feliciana Parish,65994,0.0
1196,22127,LA,Winn Parish,122523,0.0
1197,23000,,Maine,20444031,0.5
1198,23001,ME,Androscoggin County,1704277,0.0
1199,23003,ME,Aroostook County,1105943,0.0
1200,23005,ME,Cumberland County,5277196,0.0
1201,23007,ME,Franklin County,381289,0.0
1202,23009,ME,Hancock County,819990,0.0
1203,23011,ME,Kennebec County,2382310,0.0
1204,23013,ME,Knox County,640156,0.0
1205,23015,ME,Lincoln County,433225,0.0
1206,23017,ME,Oxford County,489480,0.0
1207,23019,ME,Penobscot County,2983923,0.3
1208,23021,ME,Piscataquis County,196521,0.0
1209,23023,ME,Sagadahoc County,415540,0.0
1210,23025,ME,Somerset County,577288,0.0
1211,23027,ME,Waldo County,340345,0.0
1212,23029,ME,Washington County,405170,0.0
1213,23031,ME,York County,2291378,0.0
1214,24000,,Maryland,75664186,19.3
1215,24001,MD,Allegany County,865196,0.0
1216,24003,MD,Anne Arundel County,9464955,9.0
1217,24005,MD,Baltimore County,12074866,17.3
1218,24009,MD,Calvert County,730625,13.0
1219,24011,MD,Caroline County,406934,0.0
1220,24013,MD,Carroll County,2141774,2.1
1221,24015,MD,Cecil County,1099661,0.0
1222,24017,MD,Charles County,2369800,29.3
1223,24019,MD,Dorchester County,318559,0.0
1224,24021,MD,Frederick County,3066281,5.9
1225,24023,MD,Garrett County,431388,0.0
1226,24025,MD,Harford County,3380253,9.2
1227,24027,MD,Howard County,4554990,14.9
1228,24029,MD,Kent County,197080,0.0
1229,24031,MD,Montgomery County,13255784,12.4
1230,24033,MD,Prince George's County,9209683,54.5
1231,24035,MD,Queen Anne's County,618290,0.0
1232,24037,MD,St. Mary's County,1193036,7.4
1233,24039,MD,Somerset County,105159,11.9
1234,24041,MD,Talbot County,711868,0.0
1235,24043,MD,Washington County,2463271,3.9
1236,24045,MD,Wicomico County,1780832,9.0
1237,24047,MD,Worcester County,875104,0.0
1238,24510,MD,Baltimore city,4348797,34.6
1239,25000,,Massachusetts,88082966,3.4
1240,25001,MA,Barnstable County,3973206,1.2
1241,25003,MA,Berkshire County,1901784,0.4
1242,25005,MA,Bristol County,8647669,1.3
1243,25007,MA,Dukes County,348999,4.0
1244,25009,MA,Essex County,9822136,3.6
1245,25011,MA,Franklin County,691013,0.0
1246,25013,MA,Hampden County,5668671,4.6
1247,25015,MA,Hampshire County,1546067,1.9
1248,25017,MA,Middlesex County,19661130,2.7
1249,25019,MA,Nantucket County,342825,0.0
1250,25021,MA,Norfolk County,11241440,2.9
1251,25023,MA,Plymouth County,6615087,2.8
1252,25025,MA,Suffolk County,7565785,11.0
1253,25027,MA,Worcester County,10057154,2.4
1254,26000,,Michigan,109102594,8.9
1255,26001,MI,Alcona County,55317,0.0
1256,26003,MI,Alger County,54386,0.0
1257,26005,MI,Allegan County,881344,0.0
1258,26007,MI,Alpena County,416778,0.0
1259,26009,MI,Antrim County,156734,0.0
1260,26011,MI,Arenac County,118751,0.0
1261,26013,MI,Baraga County,67726,0.0
1262,26015,MI,Barry County,276150,0.0
1263,26017,MI,Bay County,1301043,0.0
1264,26019,MI,Benzie County,131310,0.0
1265,26021,MI,Berrien County,1622828,8.9
1266,26023,MI,Branch County,396895,0.0
1267,26025,MI,Calhoun County,1571317,0.0
1268,26027,MI,Cass County,183403,3.3
1269,26029,MI,Charlevoix County,221210,0.0
1270,26031,MI,Cheboygan County,316945,0.0
1271,26033,MI,Chippewa County,369455,0.0
1272,26035,MI,Clare County,246126,0.0
1273,26037,MI,Clinton County,631864,0.0
1274,26039,MI,Crawford County,216830,0.0
1275,26041,MI,Delta County,459804,0.0
1276,26043,MI,Dickinson County,417302,0.0
1277,26045,MI,Eaton County,1326967,3.4
1278,26047,MI,Emmet County,580619,0.0
1279,26049,MI,Genesee County,4836688,13.2
1280,26051,MI,Gladwin County,140155,0.0
1281,26053,MI,Gogebic County,137990,0.0
1282,26055,MI,Grand Traverse County,1570064,0.3
1283,26057,MI,Gratiot County,316388,0.0
1284,26059,MI,Hillsdale County,323333,0.0
1285,26061,MI,Houghton County,335452,0.0
1286,26063,MI,Huron County,323115,0.0
1287,26065,MI,Ingham County,3156158,0.0
1288,26067,MI,Ionia County,446654,0.0
1289,26069,MI,Iosco County,270567,0.0
1290,26071,MI,Iron County,101386,0.0
1291,26073,MI,Isabella County,705401,0.0
1292,26075,MI,Jackson County,1690871,2.8
1293,26077,MI,Kalamazoo County,2808829,6.0
1294,26079,MI,Kalkaska County,144117,0.0
1295,26081,MI,Kent County,8058005,6.0
1296,26083,MI,Keweenaw County,3262,0.0
1297,26085,MI,Lake County,53307,0.0
1298,26087,MI,Lapeer County,799900,0.0
1299,26089,MI,Leelanau County,128208,0.0
1300,26091,MI,Lenawee County,944698,0.0
1301,26093,MI,Livingston County,2059768,0.3
1302,26095,MI,Luce County,74036,0.0
1303,26097,MI,Mackinac County,155835,0.0
1304,26099,MI,Macomb County,10007613,4.7
1305,26101,MI,Manistee County,225381,0.0
1306,26103,MI,Marquette County,729823,0.0
1307,26105,MI,Mason County,330426,0.0
1308,26107,MI,Mecosta County,474988,0.0
1309,26109,MI,Menominee County,166886,0.0
1310,26111,MI,Midland County,869266,0.0
1311,26113,MI,Missaukee County,91893,0.0
1312,26115,MI,Monroe County,1465317,1.7
1313,26117,MI,Montcalm County,563109,0.0
1314,26119,MI,Montmorency County,70129,0.0
1315,26121,MI,Muskegon County,1656745,5.0
1316,26123,MI,Newaygo County,355262,0.0
1317,26125,MI,Oakland County,18183680,8.3
1318,26127,MI,Oceana County,171532,0.0
1319,26129,MI,Ogemaw County,364748,0.0
1320,26131,MI,Ontonagon County,60901,0.0
1321,26133,MI,Osceola County,151621,0.0
1322,26135,MI,Oscoda County,57124,0.0
1323,26137,MI,Otsego County,499775,0.0
1324,26139,MI,Ottawa County,2367832,0.0
1325,26141,MI,Presque Isle County,101360,0.0
1326,26143,MI,Roscommon County,338403,0.0
1327,26145,MI,Saginaw County,2534269,11.0
1328,26147,MI,St. Clair County,1601609,0.0
1329,26149,MI,St. Joseph County,559870,2.4
1330,26151,MI,Sanilac County,300913,0.0
1331,26153,MI,Schoolcraft County,110816,0.0
1332,26155,MI,Shiawassee County,614745,0.0
